time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
57.2516,0,0,0,8,8
61.1946,0,0,0,0,16
230.192,0,0,0,8,8
230.199,0,0,0,0,16
231.995,0,0,0,8,8
232.002,0,0,0,4,12
370.162,0,0,0,8,8
403.139,0,0,0,16,0
403.146,0,0,0,0,16
517.086,0,0,0,16,0
517.093,0,0,0,12,4
517.094,0,0,0,4,12
517.094,0,0,0,0,16
605.674,0,0,0,4,12
605.682,0,0,0,0,16
654.343,0,0,0,4,12
687.894,0,0,0,12,4
687.901,0,0,0,4,12
694.262,0,0,0,8,8
694.269,0,0,0,0,16
858.701,0,0,0,8,8
858.708,0,0,0,0,16
867.209,0,0,0,8,8
867.216,0,0,0,4,12
921.098,0,0,0,0,16
1005.38,0,0,0,4,12
1009.67,0,0,0,0,16
1031.65,0,0,0,8,8
1031.66,0,0,0,0,16
1058.35,0,0,0,4,12
1084.99,0,0,0,0,16
1147.83,0,0,0,4,12
1147.84,0,0,0,0,16
1204.6,0,0,0,8,8
1204.6,0,0,0,0,16
1223.15,0,0,0,4,12
1275.1,0,0,0,0,16
1285.09,0,0,0,4,12
1375.4,0,0,0,12,4
1375.41,0,0,0,4,12
1413.26,0,0,0,8,8
1413.26,0,0,0,0,16
1546.21,0,0,0,8,8
1546.22,0,0,0,0,16
1586.2,0,0,0,8,8
1586.21,0,0,0,0,16
1719.16,0,0,0,8,8
1719.16,0,0,0,4,12
1759.15,0,0,0,12,4
1759.16,0,0,0,4,12
1857.32,0,0,0,8,8
1857.33,0,0,0,0,16
1929.96,0,0,0,8,8
1929.97,0,0,0,4,12
2018.55,0,0,0,8,8
2018.55,0,0,0,0,16
2028.13,0,0,0,8,8
2028.14,0,0,0,0,16
2191.49,0,0,0,8,8
2191.5,0,0,0,0,16
2201.08,0,0,0,8,8
2201.09,0,0,0,4,12
2201.09,0,0,0,0,16
2289.67,0,0,0,4,12
2289.67,0,0,0,8,8
2289.67,0,0,0,4,12
2289.68,0,0,0,0,16
2362.3,0,0,0,8,8
2362.31,0,0,0,0,16
2426.92,0,0,0,4,12
2426.93,0,0,0,0,16
2427.84,0,0,0,4,12
2440.33,0,0,0,0,16
2533.11,0,0,0,8,8
2533.11,0,0,0,0,16
2565.09,0,0,0,4,12
2565.1,0,0,0,0,16
2577.58,0,0,0,4,12
2681.08,0,0,0,0,16
2702.35,0,0,0,4,12
2706.05,0,0,0,12,4
2706.06,0,0,0,4,12
2769.66,0,0,0,8,8
2769.66,0,0,0,0,16
2879,0,0,0,8,8
2879.01,0,0,0,0,16
2940.46,0,0,0,8,8
2940.47,0,0,0,4,12
2940.47,0,0,0,0,16
3029.05,0,0,0,4,12
3029.06,0,0,0,0,16
3051.95,0,0,0,8,8
3051.96,0,0,0,0,16
3078.63,0,0,0,4,12
3109.28,0,0,0,0,16
3166.31,0,0,0,4,12
3197.86,0,0,0,8,8
3197.87,0,0,0,0,16
3224.9,0,0,0,8,8
3224.9,0,0,0,0,16
3368.67,0,0,0,8,8
3368.68,0,0,0,0,16
3397.84,0,0,0,8,8
3397.85,0,0,0,0,16
3539.48,0,0,0,8,8
3539.49,0,0,0,0,16
3570.79,0,0,0,8,8
3570.8,0,0,0,0,16
3712.43,0,0,0,8,8
3712.43,0,0,0,0,16
3743.74,0,0,0,8,8
3743.74,0,0,0,0,16
3885.37,0,0,0,8,8
3885.38,0,0,0,0,16
3914.54,0,0,0,8,8
3914.55,0,0,0,0,16
4056.18,0,0,0,8,8
4056.19,0,0,0,0,16
4087.49,0,0,0,8,8
4087.5,0,0,0,0,16
4226.99,0,0,0,8,8
4226.99,0,0,0,4,12
4227,0,0,0,0,16
4258.3,0,0,0,8,8
4258.31,0,0,0,4,12
4258.31,0,0,0,0,16
4315.57,0,0,0,4,12
4315.58,0,0,0,0,16
4365.16,0,0,0,4,12
4365.16,0,0,0,0,16
4395.56,0,0,0,4,12
4395.56,0,0,0,0,16
4396.47,0,0,0,4,12
4396.47,0,0,0,0,16
4453.74,0,0,0,4,12
4453.75,0,0,0,0,16
4485.05,0,0,0,4,12
4485.06,0,0,0,0,16
4503.32,0,0,0,4,12
4503.33,0,0,0,0,16
4533.72,0,0,0,4,12
4533.73,0,0,0,0,16
4573.64,0,0,0,4,12
4573.65,0,0,0,0,16
4591.91,0,0,0,4,12
4591.91,0,0,0,8,8
4591.92,0,0,0,0,16
4622.31,0,0,0,4,12
4711.81,0,0,0,8,8
4711.82,0,0,0,0,16
4764.86,0,0,0,8,8
4764.87,0,0,0,0,16
4882.62,0,0,0,8,8
4882.62,0,0,0,0,16
4935.67,0,0,0,8,8
4935.67,0,0,0,4,12
4935.67,0,0,0,0,16
5024.25,0,0,0,4,12
5024.25,0,0,0,8,8
5024.26,0,0,0,0,16
5053.42,0,0,0,8,8
5053.43,0,0,0,0,16
5195.06,0,0,0,8,8
5195.07,0,0,0,0,16
5226.37,0,0,0,8,8
5226.38,0,0,0,0,16
5368.01,0,0,0,8,8
5368.02,0,0,0,0,16
5397.18,0,0,0,8,8
5397.18,0,0,0,0,16
5538.82,0,0,0,8,8
5538.82,0,0,0,0,16
5570.12,0,0,0,8,8
5570.13,0,0,0,0,16
5709.62,0,0,0,8,8
5709.63,0,0,0,0,16
5743.07,0,0,0,8,8
5743.08,0,0,0,0,16
5880.43,0,0,0,8,8
5880.44,0,0,0,4,12
5880.44,0,0,0,0,16
5916.02,0,0,0,8,8
5916.03,0,0,0,0,16
5969.02,0,0,0,4,12
5969.02,0,0,0,0,16
6017.69,0,0,0,4,12
6017.7,0,0,0,0,16
6057.6,0,0,0,4,12
6057.61,0,0,0,0,16
6088.97,0,0,0,8,8
6088.97,0,0,0,0,16
6154.95,0,0,0,4,12
6154.95,0,0,0,0,16
6195.77,0,0,0,4,12
6195.78,0,0,0,0,16
6259.77,0,0,0,8,8
6259.78,0,0,0,0,16
6293.11,0,0,0,4,12
6293.12,0,0,0,0,16
6333.03,0,0,0,4,12
6333.04,0,0,0,0,16
6430.37,0,0,0,4,12
6430.38,0,0,0,0,16
6430.58,0,0,0,8,8
6430.59,0,0,0,0,16
6470.29,0,0,0,4,12
6470.29,0,0,0,0,16
6558.87,0,0,0,4,12
6558.88,0,0,0,0,16
6568.54,0,0,0,4,12
6568.54,0,0,0,0,16
6601.39,0,0,0,8,8
6601.39,0,0,0,0,16
6697.04,0,0,0,4,12
6697.05,0,0,0,0,16
6706.7,0,0,0,4,12
6706.71,0,0,0,0,16
6774.33,0,0,0,8,8
6774.34,0,0,0,0,16
6785.63,0,0,0,4,12
6785.63,0,0,0,0,16
6795.29,0,0,0,4,12
6795.3,0,0,0,0,16
6883.88,0,0,0,4,12
6883.89,0,0,0,0,16
6922.88,0,0,0,4,12
6922.89,0,0,0,0,16
6945.14,0,0,0,8,8
6945.15,0,0,0,0,16
7022.05,0,0,0,4,12
7022.05,0,0,0,0,16
7061.05,0,0,0,4,12
7061.06,0,0,0,0,16
7115.95,0,0,0,8,8
7115.96,0,0,0,0,16
7149.64,0,0,0,4,12
7160.21,0,0,0,8,8
7160.22,0,0,0,0,16
7288.9,0,0,0,8,8
7288.9,0,0,0,0,16
7331.02,0,0,0,8,8
7331.03,0,0,0,0,16
7461.84,0,0,0,8,8
7461.85,0,0,0,0,16
7503.97,0,0,0,8,8
7503.97,0,0,0,0,16
7634.79,0,0,0,8,8
7634.8,0,0,0,4,12
7634.8,0,0,0,0,16
7676.91,0,0,0,8,8
7676.92,0,0,0,4,12
7676.92,0,0,0,0,16
7765.5,0,0,0,4,12
7765.51,0,0,0,0,16
7772.05,0,0,0,4,12
7772.05,0,0,0,8,8
7772.06,0,0,0,0,16
7815.08,0,0,0,4,12
7815.09,0,0,0,0,16
7854.09,0,0,0,4,12
7854.1,0,0,0,0,16
7945,0,0,0,8,8
7945,0,0,0,0,16
7953.25,0,0,0,4,12
7953.26,0,0,0,0,16
7991.35,0,0,0,4,12
8090.51,0,0,0,8,8
8090.51,0,0,0,0,16
8117.94,0,0,0,8,8
8117.95,0,0,0,0,16
8261.31,0,0,0,8,8
8261.32,0,0,0,0,16
8288.75,0,0,0,8,8
8288.76,0,0,0,4,12
8288.76,0,0,0,0,16
8377.34,0,0,0,4,12
8377.35,0,0,0,0,16
8426.01,0,0,0,4,12
8426.02,0,0,0,0,16
8434.26,0,0,0,8,8
8434.27,0,0,0,0,16
8514.6,0,0,0,4,12
8514.6,0,0,0,8,8
8514.6,0,0,0,4,12
8564.92,0,0,0,0,16
8607.21,0,0,0,8,8
8607.21,0,0,0,0,16
8651.85,0,0,0,4,12
8651.86,0,0,0,0,16
8703.08,0,0,0,4,12
8703.09,0,0,0,0,16
8740.44,0,0,0,4,12
8740.45,0,0,0,0,16
8780.15,0,0,0,8,8
8780.16,0,0,0,0,16
8791.67,0,0,0,4,12
8791.68,0,0,0,0,16
8878.61,0,0,0,4,12
8878.62,0,0,0,0,16
8880.26,0,0,0,4,12
8950.96,0,0,0,12,4
8950.97,0,0,0,4,12
9003.97,0,0,0,0,16
9015.87,0,0,0,4,12
9032.29,0,0,0,0,16
9092.55,0,0,0,4,12
9120.87,0,0,0,8,8
9120.87,0,0,0,0,16
9123.91,0,0,0,8,8
9123.92,0,0,0,0,16
9291.67,0,0,0,8,8
9291.68,0,0,0,0,16
9294.72,0,0,0,8,8
9294.72,0,0,0,0,16
9464.62,0,0,0,8,8
9464.63,0,0,0,0,16
9467.66,0,0,0,8,8
9467.67,0,0,0,0,16
9637.57,0,0,0,8,8
9637.57,0,0,0,0,16
9638.47,0,0,0,8,8
9638.48,0,0,0,0,16
9810.51,0,0,0,8,8
9810.52,0,0,0,0,16
9811.42,0,0,0,8,8
9811.43,0,0,0,0,16
9981.32,0,0,0,8,8
9981.33,0,0,0,0,16
9984.37,0,0,0,8,8
9984.37,0,0,0,0,16
10152.1,0,0,0,8,8
10152.1,0,0,0,4,12
10152.1,0,0,0,0,16
10155.2,0,0,0,8,8
10155.2,0,0,0,0,16
10240.7,0,0,0,4,12
10240.7,0,0,0,8,8
10240.7,0,0,0,0,16
10328.1,0,0,0,8,8
10328.1,0,0,0,0,16
10411.5,0,0,0,8,8
10411.5,0,0,0,0,16
10501.1,0,0,0,8,8
10501.1,0,0,0,0,16
10582.3,0,0,0,8,8
10582.3,0,0,0,0,16
10671.9,0,0,0,8,8
10755.3,0,0,0,16,0
10755.3,0,0,0,0,16
10860.2,0,0,0,16,0
10860.2,0,0,0,0,16
10974,0,0,0,16,0
10974,0,0,0,0,16
11087.8,0,0,0,16,0
11087.8,0,0,0,0,16
11192.7,0,0,0,16,0
11192.7,0,0,0,0,16
11306.6,0,0,0,16,0
11306.6,0,0,0,0,16
11420.6,0,0,0,16,0
11420.6,0,0,0,0,16
11525.4,0,0,0,16,0
11525.5,0,0,0,0,16
11630.3,0,0,0,16,0
11630.3,0,0,0,0,16
11744.1,0,0,0,16,0
11744.2,0,0,0,0,16
11849,0,0,0,16,0
11849,0,0,0,0,16
11963,0,0,0,16,0
11963,0,0,0,0,16
12067.9,0,0,0,16,0
12067.9,0,0,0,0,16
12181.7,0,0,0,16,0
12181.7,0,0,0,0,16
12286.6,0,0,0,16,0
12286.6,0,0,0,0,16
12391.4,0,0,0,16,0
12391.5,0,0,0,0,16
12505.4,0,0,0,16,0
12505.4,0,0,0,0,16
12619.3,0,0,0,16,0
12619.3,0,0,0,0,16
12724.2,0,0,0,16,0
12724.2,0,0,0,0,16
12829.1,0,0,0,16,0
12829.1,0,0,0,0,16
12943.1,0,0,0,16,0
12943.1,0,0,0,0,16
13057,0,0,0,16,0
13057,0,0,0,0,16
13171,0,0,0,16,0
13171,0,0,0,0,16
13275.8,0,0,0,16,0
13275.9,0,0,0,0,16
13389.7,0,0,0,16,0
13389.7,0,0,0,0,16
13503.6,0,0,0,16,0
13503.6,0,0,0,0,16
13608.5,0,0,0,16,0
13608.5,0,0,0,0,16
13713.4,0,0,0,16,0
13713.4,0,0,0,0,16
13827.2,0,0,0,16,0
13827.2,0,0,0,0,16
13932.1,0,0,0,16,0
13932.1,0,0,0,0,16
14045.9,0,0,0,16,0
14045.9,0,0,0,0,16
14159.8,0,0,0,16,0
14159.8,0,0,0,0,16
14273.6,0,0,0,16,0
14273.6,0,0,0,0,16
14387.6,0,0,0,16,0
14387.6,0,0,0,0,16
14501.4,0,0,0,16,0
14501.4,0,0,0,0,16
14615.2,0,0,0,16,0
14615.2,0,0,0,0,16
14729.1,0,0,0,16,0
14729.1,0,0,0,0,16
14843.1,0,0,0,16,0
14843.1,0,0,0,0,16
14948,0,0,0,16,0
14948,0,0,0,0,16
15061.8,0,0,0,16,0
15061.8,0,0,0,0,16
15175.7,0,0,0,16,0
15175.7,0,0,0,0,16
15289.7,0,0,0,16,0
15289.7,0,0,0,0,16
15403.6,0,0,0,16,0
15403.6,0,0,0,0,16
15517.4,0,0,0,16,0
15517.4,0,0,0,0,16
15622.3,0,0,0,16,0
15622.3,0,0,0,0,16
15727.2,0,0,0,16,0
15727.2,0,0,0,0,16
15841,0,0,0,16,0
15841,0,0,0,0,16
15954.8,0,0,0,16,0
15954.8,0,0,0,0,16
16068.8,0,0,0,16,0
16068.8,0,0,0,0,16
16173.7,0,0,0,16,0
16173.7,0,0,0,0,16
16287.6,0,0,0,16,0
